Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,lead_time
52646663,M,23,Latino,College,50K -- 100K,West,Resort,2017-01-11,2017-01-14,2016-10-22,4,2,1,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,10,177,81
77088673,M,33,Asian American,Grad,<25K,South,Airport Hotels,2017-03-28,2017-03-30,2016-12-17,1,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,20,220,101
97028372,F,22,caucasian,High-School,<25K,West,City Hotel,2017-07-12,2017-07-14,2017-02-24,4,2,0,BB,No,No,Refundable,Online,No,Canceled,No,0,239,138
54968744,F,70,African American,High-School,25K --50K,South,Airport Hotels,2017-07-16,2017-07-18,2017-01-24,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,15,132,173
85085339,F,23,Latino,Grad,25K --50K,North,City Hotel,2017-05-31,2017-06-01,2017-04-09,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,171,52
46476868,M,62,African American,Mid-School,50K -- 100K,South,City Hotel,2017-03-26,2017-03-27,2017-01-04,2,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,192,81
21763920,F,59,African American,Mid-School,<25K,East,Resort,2017-06-24,2017-06-25,2016-11-28,2,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,30,225,208
78166995,M,42,caucasian,High-School,<25K,South,City Hotel,2017-03-09,2017-03-10,2016-08-14,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,188,207
96314205,M,45,Asian American,Grad,<25K,North,Resort,2017-02-23,2017-02-26,2016-12-04,1,3,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,15,126,81
20918871,M,35,Asian American,Grad,<25K,North,Resort,2017-07-26,2017-07-29,2016-12-20,4,1,0,BB,Yes,Yes,Refundable,Online,Yes,Canceled,Yes,20,237,218
46855450,M,46,caucasian,College,50K -- 100K,North,City Hotel,2017-02-02,2017-02-03,2016-10-14,2,2,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,20,147,111
96169255,M,43,African American,High-School,25K --50K,East,Airport Hotels,2017-07-26,2017-07-30,2017-06-11,2,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,204,45
83272264,M,51,Asian American,Grad,<25K,East,Airport Hotels,2017-02-12,2017-02-13,2016-11-27,4,1,0,BB,No,No,Non-Refundable,Online,No,Check-Out,Yes,5,145,77
98261315,M,30,Latino,High-School,25K --50K,East,Airport Hotels,2017-07-09,2017-07-11,2017-04-24,2,2,1,HB,No,No,Refundable,Online,Yes,No-Show,No,0,245,76
70963562,M,67,Asian American,College,25K --50K,West,Resort,2017-07-02,2017-07-05,2017-03-19,2,3,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,100,105
84791163,F,61,African American,College,<25K,West,Resort,2017-06-19,2017-06-20,2017-03-03,2,1,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,15,213,108
56716168,F,30,caucasian,College,>100K,South,City Hotel,2017-06-19,2017-06-22,2016-11-16,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,149,215
55723673,M,42,Latino,College,50K -- 100K,East,Resort,2017-03-01,2017-03-02,2016-12-08,2,1,0,BB,Yes,Yes,No Deposit,Direct,No,Check-Out,Yes,5,130,83
25593269,F,43,caucasian,Grad,<25K,West,Airport Hotels,2017-07-06,2017-07-07,2017-01-15,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,180,172
56397266,M,30,African American,College,>100K,North,City Hotel,2017-07-09,2017-07-13,2017-06-08,1,2,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,30,161,31
79284998,M,32,Latino,Grad,25K --50K,South,Airport Hotels,2017-06-19,2017-06-20,2017-03-19,2,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,5,182,92
17669957,F,58,caucasian,College,50K -- 100K,East,Airport Hotels,2017-02-24,2017-02-25,2017-02-21,2,3,0,HB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,10,237,3
82441846,M,23,caucasian,College,<25K,North,Airport Hotels,2017-01-25,2017-01-26,2016-10-01,2,3,0,BB,Yes,Yes,No Deposit,Direct,Yes,Canceled,No,0,235,116
18919230,F,42,Asian American,High-School,>100K,East,City Hotel,2017-01-25,2017-01-27,2016-12-05,1,1,0,BB,No,No,No Deposit,Direct,No,Canceled,Yes,10,248,51
72039347,F,46,caucasian,High-School,<25K,West,Airport Hotels,2017-07-27,2017-07-28,2017-01-11,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,217,197
42952799,M,26,African American,College,50K -- 100K,East,City Hotel,2017-06-27,2017-06-30,2017-05-29,2,1,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,10,244,29
93113020,M,61,Latino,College,25K --50K,South,Airport Hotels,2016-08-22,2016-08-23,2016-06-15,2,3,1,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,218,68
93587720,F,64,caucasian,College,<25K,North,Resort,2017-01-30,2017-02-02,2016-12-11,3,2,2,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,20,204,50
71839343,F,46,Latino,College,50K -- 100K,North,Resort,2017-01-13,2017-01-14,2017-01-03,2,3,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,230,10
17089483,M,67,Asian American,Mid-School,25K --50K,West,Resort,2017-05-21,2017-05-22,2016-11-15,2,1,0,BB,No,No,No Deposit,Agent,No,Canceled,Yes,30,119,187
19939641,M,49,Latino,Grad,25K --50K,South,Airport Hotels,2017-06-30,2017-07-01,2017-03-19,4,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,15,223,103
24396655,M,47,African American,Mid-School,25K --50K,South,Airport Hotels,2017-05-14,2017-05-16,2017-01-09,2,2,0,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,5,185,125
51005939,F,61,caucasian,Mid-School,>100K,East,Airport Hotels,2017-04-17,2017-04-18,2016-09-20,2,1,1,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,5,104,209
9604004,F,48,caucasian,High-School,25K --50K,South,Airport Hotels,2017-06-19,2017-06-20,2017-06-11,5,3,0,HB,No,No,Refundable,Online,Yes,Canceled,No,0,147,8
28736066,F,40,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2017-05-14,2017-05-16,2016-12-13,5,1,0,HB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,30,126,152
29492204,M,66,African American,Grad,25K --50K,East,City Hotel,2017-07-26,2017-07-29,2017-04-12,4,1,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,105,105
26100496,F,48,caucasian,Grad,<25K,East,Resort,2017-06-30,2017-07-01,2016-11-25,3,2,0,BB,Yes,Yes,Non-Refundable,Direct,Yes,Check-Out,Yes,10,150,217
52961498,F,18,Asian American,College,>100K,East,City Hotel,2017-05-14,2017-05-16,2016-11-17,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,30,141,178
61970397,M,39,African American,College,<25K,South,City Hotel,2017-01-17,2017-01-18,2016-07-03,1,2,1,HB,Yes,No,No Deposit,Online,No,No-Show,Yes,15,234,198
97936242,M,39,Asian American,High-School,50K -- 100K,East,Airport Hotels,2017-02-17,2017-02-19,2017-01-23,5,3,0,HB,No,No,Non-Refundable,Online,Yes,No-Show,Yes,5,162,25
24481272,F,30,Latino,Grad,<25K,North,Resort,2017-06-15,2017-06-17,2016-11-15,1,1,0,BB,No,No,No Deposit,Agent,No,Canceled,Yes,20,109,212
56292642,F,40,caucasian,High-School,<25K,East,Airport Hotels,2017-07-11,2017-07-13,2017-07-10,3,1,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,5,114,1
18588628,F,36,African American,High-School,50K -- 100K,South,City Hotel,2017-07-04,2017-07-05,2017-02-25,1,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,10,224,129
98950864,F,22,African American,Grad,25K --50K,North,Resort,2017-07-28,2017-07-29,2017-04-11,4,1,2,BB,No,No,Refundable,Direct,No,Check-Out,Yes,30,133,108
1933129,M,22,Latino,College,25K --50K,North,Resort,2017-03-09,2017-03-11,2016-09-11,2,2,0,BB,Yes,No,No Deposit,Online,No,No-Show,Yes,5,168,179
10964766,F,44,caucasian,College,25K --50K,North,City Hotel,2017-06-28,2017-06-30,2017-02-13,5,2,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,25,101,135
77207152,M,30,Asian American,College,25K --50K,South,City Hotel,2017-07-28,2017-07-30,2017-04-20,2,1,1,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,208,99
20442062,F,36,Asian American,High-School,25K --50K,North,Resort,2017-03-06,2017-03-09,2016-10-28,5,1,0,BB,Yes,No,Refundable,Online,Yes,Canceled,No,0,165,129
47752077,F,48,African American,Grad,50K -- 100K,West,Airport Hotels,2017-03-06,2017-03-07,2017-02-26,2,3,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,125,8
35133888,M,63,Latino,College,25K --50K,West,Resort,2017-07-11,2017-07-13,2017-06-11,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,115,30
46491298,M,46,caucasian,College,50K -- 100K,East,Resort,2017-07-12,2017-07-13,2017-03-13,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,121,121
34772120,M,22,caucasian,Mid-School,<25K,East,Resort,2017-07-12,2017-07-13,2017-05-20,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,192,53
91846637,M,53,caucasian,College,>100K,South,Airport Hotels,2017-07-11,2017-07-14,2017-04-22,2,1,1,BB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,30,148,80
73575661,M,44,Asian American,Mid-School,<25K,North,Resort,2017-07-13,2017-07-14,2017-06-23,3,1,0,BB,No,No,No Deposit,Online,No,No-Show,No,0,188,20
90783807,F,45,caucasian,High-School,<25K,South,Resort,2017-07-28,2017-07-31,2017-03-31,2,1,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,No,0,181,119
82299113,M,28,African American,College,25K --50K,East,City Hotel,2017-03-09,2017-03-10,2016-12-21,3,2,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-Out,Yes,5,245,78
46718168,M,40,Asian American,Grad,<25K,North,Resort,2017-07-03,2017-07-06,2017-05-28,3,2,0,BB,Yes,No,Refundable,Online,Yes,Check-Out,No,0,241,36
33450286,F,38,Asian American,Mid-School,25K --50K,North,Resort,2016-11-09,2016-11-13,2016-06-05,1,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,25,237,157
13340697,F,55,African American,Mid-School,25K --50K,North,Resort,2017-06-10,2017-06-11,2017-01-18,3,1,0,HB,No,No,Refundable,Agent,Yes,Canceled,Yes,30,129,143
35676822,F,34,Asian American,Mid-School,25K --50K,East,Resort,2017-05-20,2017-05-21,2017-03-18,5,1,0,HB,No,No,No Deposit,Direct,Yes,No-Show,No,0,210,63
60441634,M,34,African American,High-School,>100K,South,Resort,2017-07-01,2017-07-02,2017-02-06,5,2,0,BB,No,No,No Deposit,Online,No,No-Show,Yes,20,143,145
1699763,F,64,Asian American,Mid-School,50K -- 100K,South,City Hotel,2017-03-28,2017-03-30,2017-01-21,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,30,147,66
81016866,F,51,Latino,High-School,50K -- 100K,South,Resort,2017-07-04,2017-07-07,2016-12-20,2,2,2,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,151,196
68449319,M,49,African American,College,50K -- 100K,North,City Hotel,2017-02-20,2017-02-22,2016-08-24,1,2,1,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,5,222,180
62860610,M,21,caucasian,College,<25K,East,Airport Hotels,2017-05-21,2017-05-22,2017-05-09,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,15,248,12
84308071,F,52,Latino,Grad,25K --50K,South,Resort,2017-06-26,2017-06-27,2017-06-26,2,1,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,122,0
58105071,F,54,caucasian,College,<25K,East,Airport Hotels,2017-07-11,2017-07-13,2017-05-07,2,3,0,BB,Yes,No,No Deposit,Online,No,Check-Out,Yes,20,163,65
95249876,M,19,caucasian,High-School,50K -- 100K,South,Resort,2017-06-26,2017-06-27,2016-12-03,1,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,250,205
72170995,M,20,Latino,High-School,<25K,East,City Hotel,2017-06-28,2017-06-29,2017-03-26,4,1,1,BB,Yes,No,Non-Refundable,Direct,Yes,Canceled,Yes,10,133,94
28520366,F,60,caucasian,College,50K -- 100K,South,Airport Hotels,2017-07-11,2017-07-12,2017-01-18,2,1,1,BB,No,No,Non-Refundable,Online,Yes,Canceled,No,0,209,174
81604955,M,20,Latino,Grad,25K --50K,South,Airport Hotels,2017-06-12,2017-06-13,2016-12-05,2,1,0,HB,Yes,No,No Deposit,Direct,No,Check-Out,No,0,218,189
33931669,F,32,Latino,Grad,25K --50K,South,City Hotel,2017-07-01,2017-07-03,2016-11-25,3,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,10,146,218
28879054,M,30,Latino,College,50K -- 100K,South,Airport Hotels,2017-06-30,2017-07-02,2017-03-15,3,3,1,BB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,15,159,107
26473334,M,43,caucasian,Mid-School,25K --50K,South,Airport Hotels,2017-02-05,2017-02-06,2016-12-17,2,2,0,BB,Yes,No,No Deposit,Direct,No,Canceled,Yes,5,112,50
60176385,M,29,African American,Mid-School,<25K,South,Airport Hotels,2017-02-05,2017-02-06,2016-11-27,3,1,0,BB,No,No,No Deposit,Direct,Yes,No-Show,Yes,15,191,70
33046006,F,57,Asian American,High-School,50K -- 100K,South,Airport Hotels,2017-07-09,2017-07-10,2017-01-23,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,Yes,10,162,167
91407076,F,22,Asian American,College,<25K,South,City Hotel,2017-07-09,2017-07-11,2017-05-26,2,1,0,HB,No,No,Refundable,Online,No,Check-Out,Yes,40,179,44
72337118,M,57,caucasian,Grad,25K --50K,East,Airport Hotels,2017-02-10,2017-02-11,2016-07-15,2,2,0,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,176,210
80154406,F,18,African American,College,>100K,South,Resort,2017-07-11,2017-07-13,2017-02-27,1,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,114,134
37215494,M,36,Asian American,Mid-School,<25K,South,Airport Hotels,2017-03-06,2017-03-07,2016-12-27,4,3,0,BB,No,No,Refundable,Direct,Yes,Canceled,No,0,208,69
83922333,M,27,Asian American,College,25K --50K,North,Airport Hotels,2016-11-05,2016-11-08,2016-07-09,2,3,0,HB,No,No,No Deposit,Online,Yes,Check-Out,Yes,5,238,119
71188562,M,30,Latino,College,>100K,West,City Hotel,2016-08-08,2016-08-09,2016-03-14,5,3,2,BB,Yes,Yes,No Deposit,Online,No,No-Show,No,0,143,147
76686890,M,57,Asian American,Mid-School,25K --50K,South,Airport Hotels,2016-12-12,2016-12-15,2016-10-31,1,2,0,BB,No,No,Refundable,Online,Yes,Check-Out,Yes,25,203,42
99043251,M,38,African American,College,25K --50K,South,City Hotel,2016-11-05,2016-11-07,2016-04-10,2,2,0,HB,Yes,No,Refundable,Online,Yes,Check-Out,Yes,5,213,209
70459068,M,27,Asian American,College,25K --50K,South,City Hotel,2017-06-08,2017-06-12,2016-12-05,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,128,185
97747912,M,20,Asian American,College,50K -- 100K,South,City Hotel,2016-12-15,2016-12-16,2016-10-16,2,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,No,0,249,60
9103988,F,57,Asian American,High-School,25K --50K,South,Airport Hotels,2017-06-03,2017-06-04,2016-11-13,3,3,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,25,104,202
1590960,M,51,Asian American,College,25K --50K,South,Airport Hotels,2017-03-19,2017-03-21,2017-02-20,4,2,0,BB,No,No,Non-Refundable,Agent,No,No-Show,Yes,40,215,27
60206870,F,23,African American,Mid-School,50K -- 100K,South,Resort,2017-06-18,2017-06-20,2017-06-16,1,3,0,BB,Yes,No,Refundable,Direct,Yes,Check-Out,Yes,20,119,2
7976889,M,59,Latino,High-School,50K -- 100K,East,Airport Hotels,2016-12-15,2016-12-17,2016-05-28,4,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,20,231,201
59830466,F,43,Asian American,High-School,25K --50K,West,City Hotel,2017-05-31,2017-06-02,2017-03-02,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-Out,Yes,5,199,90
70911066,F,59,Asian American,College,50K -- 100K,West,Airport Hotels,2016-11-19,2016-11-22,2016-09-06,2,3,0,BB,Yes,Yes,Refundable,Online,No,Check-Out,No,0,217,74
58398744,M,55,caucasian,College,50K -- 100K,East,Airport Hotels,2016-12-04,2016-12-08,2016-10-01,2,2,0,BB,Yes,No,No Deposit,Direct,No,Check-Out,Yes,20,121,64
67016763,M,38,African American,College,<25K,South,City Hotel,2017-07-06,2017-07-10,2016-12-20,1,1,2,HB,Yes,No,No Deposit,Online,No,Check-Out,Yes,10,204,198
68649653,F,36,African American,High-School,25K --50K,South,Resort,2017-03-19,2017-03-22,2016-12-06,5,2,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,187,103
37539065,M,27,Latino,High-School,50K -- 100K,South,Resort,2016-11-24,2016-11-25,2016-11-02,3,1,2,HB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,224,22
97419728,F,56,African American,College,<25K,North,Resort,2016-08-21,2016-08-23,2016-08-08,1,2,0,HB,No,No,Refundable,Online,Yes,Canceled,Yes,15,106,13
16713656,M,66,caucasian,College,<25K,West,City Hotel,2016-09-05,2016-09-06,2016-03-17,3,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-Out,Yes,5,236,172
61232105,F,27,caucasian,High-School,25K --50K,West,Airport Hotels,2017-02-22,2017-02-23,2017-02-13,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-Out,No,0,122,9
70812394,M,24,Latino,Mid-School,<25K,West,Resort,2017-06-09,2017-06-10,2017-01-02,2,2,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,20,146,158
20315655,M,45,Asian American,Grad,25K --50K,South,City Hotel,2017-06-21,2017-06-22,2017-03-26,2,1,0,BB,No,No,Refundable,Direct,Yes,Canceled,No,0,217,87
95261510,M,53,African American,College,<25K,West,City Hotel,2017-06-27,2017-06-30,2017-03-10,2,2,0,HB,No,No,Refundable,Agent,Yes,Check-Out,Yes,10,222,109
48187537,M,30,Latino,College,<25K,East,Airport Hotels,2017-04-11,2017-04-12,2016-09-23,3,2,1,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,5,234,200
47636137,M,66,African American,College,50K -- 100K,North,City Hotel,2017-02-04,2017-02-05,2016-08-03,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,10,134,185
29025237,M,68,Latino,High-School,<25K,West,City Hotel,2017-01-26,2017-01-27,2016-11-15,2,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,165,72
67584516,M,25,caucasian,College,25K --50K,West,Resort,2017-07-04,2017-07-05,2017-06-25,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,25,105,9
73356578,M,41,Latino,College,25K --50K,South,Airport Hotels,2017-04-09,2017-04-11,2017-03-01,3,2,2,BB,Yes,No,Refundable,Direct,No,Check-Out,Yes,10,188,39
78088321,F,27,African American,College,25K --50K,South,City Hotel,2016-12-16,2016-12-17,2016-08-11,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-Out,Yes,40,181,127
15023045,F,31,Asian American,Mid-School,25K --50K,East,Resort,2017-03-23,2017-03-25,2016-10-13,3,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,5,113,161
92099944,M,20,African American,College,50K -- 100K,North,City Hotel,2017-07-26,2017-07-27,2017-01-21,2,3,1,BB,No,No,No Deposit,Agent,No,Check-Out,Yes,25,137,186
78453932,M,27,Latino,College,25K --50K,East,City Hotel,2017-07-26,2017-07-28,2017-04-16,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,183,101
71506202,F,69,caucasian,Mid-School,25K --50K,North,Airport Hotels,2017-07-19,2017-07-20,2017-03-18,5,1,1,HB,Yes,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,212,123
82143340,M,50,Latino,High-School,<25K,East,City Hotel,2017-07-31,2017-08-01,2017-04-23,1,1,1,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,20,183,99
1628249,M,62,Latino,High-School,25K --50K,East,Resort,2017-07-12,2017-07-13,2017-04-12,2,1,2,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,25,116,91
16279448,M,64,Latino,Grad,50K -- 100K,South,Airport Hotels,2017-07-29,2017-07-30,2017-01-30,5,1,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,10,226,180
82655409,F,54,caucasian,Grad,50K -- 100K,South,City Hotel,2017-07-29,2017-07-31,2017-07-20,1,3,1,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,245,9
97588040,F,42,Asian American,College,50K -- 100K,South,Airport Hotels,2017-06-23,2017-06-24,2016-12-09,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-Out,Yes,10,110,196
34420347,F,67,caucasian,Grad,25K --50K,West,Resort,2017-03-28,2017-03-31,2016-10-15,3,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,15,192,164
96008550,F,35,Asian American,Grad,25K --50K,East,Airport Hotels,2017-02-12,2017-02-13,2017-01-08,2,1,0,HB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,40,216,35
61061481,F,39,Asian American,College,>100K,South,Airport Hotels,2017-03-28,2017-04-01,2017-02-21,5,1,1,BB,No,No,No Deposit,Online,No,Canceled,No,0,127,35
97797828,F,45,Asian American,College,<25K,East,Airport Hotels,2017-07-19,2017-07-22,2016-12-23,5,1,0,BB,No,No,Non-Refundable,Agent,Yes,Canceled,Yes,25,192,208
57887055,M,28,caucasian,Grad,25K --50K,North,Airport Hotels,2017-06-26,2017-06-27,2016-12-01,4,1,0,HB,Yes,No,Refundable,Direct,No,Check-Out,No,0,107,207
35850026,F,67,caucasian,College,50K -- 100K,South,Airport Hotels,2017-06-30,2017-07-01,2017-01-21,2,2,0,HB,No,No,No Deposit,Online,No,Check-Out,Yes,10,115,160
15963116,F,54,Latino,College,50K -- 100K,South,Resort,2017-04-24,2017-04-25,2016-10-05,3,2,0,HB,Yes,Yes,No Deposit,Online,No,Check-Out,No,0,171,201
12852031,F,37,Asian American,High-School,<25K,South,Airport Hotels,2017-03-14,2017-03-17,2016-09-23,1,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-Out,Yes,20,141,172
37519701,F,68,Asian American,High-School,50K -- 100K,South,Airport Hotels,2017-03-21,2017-03-22,2017-02-03,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,5,123,46
60227462,F,55,caucasian,High-School,25K --50K,North,Resort,2017-02-09,2017-02-11,2016-11-26,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,224,75
88503056,M,53,African American,Grad,>100K,South,Airport Hotels,2017-06-07,2017-06-08,2016-12-30,3,1,0,BB,No,No,No Deposit,Direct,No,Check-Out,Yes,25,228,159
1111432,M,65,Latino,College,<25K,South,Airport Hotels,2017-06-01,2017-06-02,2017-04-06,4,1,1,BB,Yes,No,No Deposit,Online,No,No-Show,Yes,20,110,56
49027313,F,19,African American,College,<25K,North,City Hotel,2016-12-13,2016-12-15,2016-06-12,1,3,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,10,148,184
35969455,F,27,Asian American,Grad,25K --50K,North,City Hotel,2017-07-18,2017-07-19,2017-02-19,2,1,0,BB,No,No,No Deposit,Online,No,Check-Out,Yes,25,114,149
72754569,F,49,Asian American,College,50K -- 100K,South,Resort,2017-02-22,2017-02-23,2017-02-14,2,1,0,BB,No,No,Refundable,Online,No,Check-Out,Yes,25,155,8
30200561,F,52,Latino,College,25K --50K,South,Airport Hotels,2017-07-08,2017-07-09,2017-06-17,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Canceled,No,0,131,21
61368137,M,32,caucasian,Mid-School,25K --50K,West,Resort,2017-07-06,2017-07-09,2017-04-27,1,2,1,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,40,174,70
77555813,M,51,African American,College,50K -- 100K,West,Airport Hotels,2017-03-06,2017-03-07,2017-01-24,1,3,1,BB,No,No,No Deposit,Online,No,Canceled,Yes,15,112,41
75981369,F,70,Asian American,Mid-School,50K -- 100K,North,City Hotel,2016-11-27,2016-11-30,2016-08-23,1,2,1,BB,No,No,No Deposit,Direct,Yes,No-Show,Yes,20,245,96
25550602,M,28,Latino,Grad,25K --50K,West,City Hotel,2017-05-13,2017-05-15,2016-11-13,2,1,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,181,181
90226012,M,38,Asian American,College,<25K,South,Resort,2017-03-06,2017-03-08,2016-09-02,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-Out,Yes,10,130,185
48877709,M,57,Asian American,Grad,25K --50K,East,Resort,2017-07-04,2017-07-07,2016-11-29,2,1,0,BB,No,No,Refundable,Online,Yes,No-Show,Yes,30,228,217
22017114,M,59,Asian American,College,25K --50K,South,Airport Hotels,2017-02-09,2017-02-10,2016-12-14,4,3,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,Yes,20,200,57
75223464,F,40,caucasian,High-School,25K --50K,West,Airport Hotels,2017-02-09,2017-02-10,2016-12-25,1,2,0,BB,Yes,Yes,Refundable,Online,Yes,Check-Out,Yes,20,196,46
51014398,M,26,caucasian,High-School,50K -- 100K,West,City Hotel,2017-04-03,2017-04-06,2017-03-07,3,2,1,BB,No,No,Non-Refundable,Online,No,Canceled,Yes,25,111,27
65317967,F,38,caucasian,College,25K --50K,East,Airport Hotels,2017-05-16,2017-05-17,2016-11-20,3,1,2,BB,Yes,No,No Deposit,Direct,Yes,Canceled,Yes,25,130,177
98601284,F,56,Asian American,High-School,50K -- 100K,South,Airport Hotels,2017-05-28,2017-05-31,2017-05-10,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-Out,No,0,193,18
1881903,F,64,African American,Grad,50K -- 100K,South,City Hotel,2017-07-11,2017-07-12,2017-06-15,1,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-Out,Yes,10,240,26
75313534,M,42,African American,College,50K -- 100K,West,Airport Hotels,2017-01-15,2017-01-16,2016-09-26,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,No-Show,Yes,5,199,111
61858480,F,25,caucasian,Grad,>100K,North,Airport Hotels,2017-04-26,2017-04-28,2016-11-10,4,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,189,167
61265662,M,18,caucasian,College,50K -- 100K,North,Resort,2017-06-06,2017-06-07,2016-11-17,1,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,No-Show,Yes,25,177,201
12286071,F,39,Asian American,Grad,50K -- 100K,South,City Hotel,2017-02-22,2017-02-26,2016-10-30,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-Out,Yes,5,245,115
